trial_num	cat	length	theta	resp	rt	DTcorrect	DTrt	
3	2.0	76.0	0.6	0	-1	-1	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
4	2.0	48.0	0.2	-1	-1	0	0	
